yago,http://dbpedia.org/class/yago/
rdf,http://www.w3.org/1999/02/22-rdf-syntax-ns#
foaf,http://xmlns.com/foaf/0.1/
dbp,http://dbpedia.org/property/
owl,http://www.w3.org/2002/07/owl#
dc,http://purl.org/dc/elements/1.1/
dbo,http://dbpedia.org/ontology/
rdfs,http://www.w3.org/2000/01/rdf-schema#
sc,http://umbel.org/umbel/sc/
rss,http://purl.org/rss/1.0/
fb,http://rdf.freebase.com/ns/
geonames,http://www.geonames.org/ontology#
skos,http://www.w3.org/2004/02/skos/core#
cyc,http://sw.opencyc.org/concept/
geo,http://www.w3.org/2003/01/geo/wgs84_pos#
sioc,http://rdfs.org/sioc/ns#
akt,http://www.aktors.org/ontology/portal#
dbpedia,http://dbpedia.org/resource/
admin,http://webns.net/mvcb/
gr,http://purl.org/goodrelations/v1#
swrc,http://swrc.ontoware.org/ontology#
xsd,http://www.w3.org/2001/XMLSchema#
xhtml,http://www.w3.org/1999/xhtml/vocab#
doap,http://usefulinc.com/ns/doap#
vcard,http://www.w3.org/2006/vcard/ns#
content,http://purl.org/rss/1.0/modules/content/
bill,http://www.rdfabout.com/rdf/schema/usbill/
dcterms,http://purl.org/dc/terms/
mo,http://purl.org/ontology/mo/
wot,http://xmlns.com/wot/0.1/
wn20schema,http://www.w3.org/2006/03/wn/wn20/schema/
d2rq,http://www.wiwiss.fu-berlin.de/suhl/bizer/D2RQ/0.1#
gen,http://www.w3.org/2006/gen/ont#
nie,http://www.semanticdesktop.org/ontologies/2007/01/19/nie#
void,http://rdfs.org/ns/void#
test2,http://this.invalid/test2#
org,http://www.w3.org/ns/org#
movie,http://data.linkedmdb.org/resource/movie/
ex,http://example.com/
rel,http://purl.org/vocab/relationship/
bio,http://purl.org/vocab/bio/0.1/
http,http://www.w3.org/2006/http#
dcmit,http://purl.org/dc/dcmitype/
reco,http://purl.org/reco#
cc,http://creativecommons.org/ns#
nfo,http://www.semanticdesktop.org/ontologies/2007/03/22/nfo#
ac,http://umbel.org/umbel/ac/
xfn,http://vocab.sindice.com/xfn#
earl,http://www.w3.org/ns/earl#
og,http://opengraphprotocol.org/schema/
air,http://dig.csail.mit.edu/TAMI/2007/amord/air#
ical,http://www.w3.org/2002/12/cal/ical#
media,http://purl.org/media#
rev,http://purl.org/stuff/rev#
cv,http://rdfs.org/resume-rdf/
tag,http://www.holygoat.co.uk/owl/redwood/0.1/tags/
swc,http://data.semanticweb.org/ns/swc/ontology#
botany,http://purl.org/NET/biol/botany#
bibo,http://purl.org/ontology/bibo/
xf,http://www.w3.org/2002/xforms/
factbook,http://www4.wiwiss.fu-berlin.de/factbook/ns#
days,http://ontologi.es/days#
cfp,http://sw.deri.org/2005/08/conf/cfp.owl#
sism,http://purl.oclc.org/NET/sism/0.1/
vann,http://purl.org/vocab/vann/
osag,http://www.ordnancesurvey.co.uk/ontology/AdministrativeGeography/v2.0/AdministrativeGeography.rdf#
owlim,http://www.ontotext.com/trree/owlim#
dir,http://schemas.talis.com/2005/dir/schema#
cld,http://purl.org/cld/terms/
afn,http://jena.hpl.hp.com/ARQ/function#
book,http://purl.org/NET/book/vocab#
fn,http://www.w3.org/2005/xpath-functions#
musim,http://purl.org/ontology/similarity/
akts,http://www.aktors.org/ontology/support#
cs,http://purl.org/vocab/changeset/schema#
aiiso,http://purl.org/vocab/aiiso/schema#
ad,http://schemas.talis.com/2005/address/schema#
mu,http://www.kanzaki.com/ns/music#
sd,http://www.w3.org/ns/sparql-service-description#
po,http://purl.org/ontology/po/
biblio,http://purl.org/net/biblio#
event,http://purl.org/NET/c4dm/event.owl#
dv,http://rdf.data-vocabulary.org/#
drugbank,http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugbank/
uniprot,http://purl.uniprot.org/core/
memo,http://ontologies.smile.deri.ie/2009/02/27/memo#
dcn,http://www.w3.org/2007/uwa/context/deliverycontext.owl#
rdfg,http://www.w3.org/2004/03/trix/rdfg-1/
log,http://www.w3.org/2000/10/swap/log#
co,http://purl.org/ontology/co/core#
qb,http://purl.org/linked-data/cube#
ome,http://purl.org/ontomedia/core/expression#
af,http://purl.org/ontology/af/
giving,http://ontologi.es/giving#
swanq,http://purl.org/swan/1.2/qualifiers/
cmp,http://www.ontologydesignpatterns.org/cp/owl/componency.owl#
lomvoc,http://ltsc.ieee.org/rdf/lomv1p0/vocabulary#
rif,http://www.w3.org/2007/rif#
ir,http://www.ontologydesignpatterns.org/cp/owl/informationrealization.owl#
ctag,http://commontag.org/ns#
ok,http://okkam.org/terms#
swande,http://purl.org/swan/1.2/discourse-elements/
math,http://www.w3.org/2000/10/swap/math#
daia,http://purl.org/ontology/daia/
sioct,http://rdfs.org/sioc/types#
jdbc,http://d2rq.org/terms/jdbc/
myspace,http://purl.org/ontology/myspace#
sr,http://www.openrdf.org/config/repository/sail#
tzont,http://www.w3.org/2006/timezone#
daml,http://www.daml.org/2001/03/daml+oil#
wo,http://purl.org/ontology/wo/
politico,http://www.rdfabout.com/rdf/schema/politico/
pmlj,http://inference-web.org/2.0/pml-justification.owl#
usgov,http://www.rdfabout.com/rdf/schema/usgovt/
taxo,http://purl.org/rss/1.0/modules/taxonomy/
lfm,http://purl.org/ontology/last-fm/
vote,http://www.rdfabout.com/rdf/schema/vote/
frbr,http://purl.org/vocab/frbr/core#
doac,http://ramonantonio.net/doac/0.1/#
wn,http://xmlns.com/wordnet/1.6/
affy,http://www.affymetrix.com/community/publications/affymetrix/tmsplice#
con,http://www.w3.org/2000/10/swap/pim/contact#
prv,http://purl.org/net/provenance/ns#
scot,http://scot-project.org/scot/ns#
irrl,http://www.ontologydesignpatterns.org/cp/owl/informationobjectsandrepresentationlanguages.owl#
scovo,http://purl.org/NET/scovo#
nco,http://www.semanticdesktop.org/ontologies/2007/03/22/nco#
lgd,http://linkedgeodata.org/ontology/
wordmap,http://purl.org/net/ns/wordmap#
omt,http://purl.org/ontomedia/ext/common/trait#
sider,http://www4.wiwiss.fu-berlin.de/sider/resource/sider/
user,http://schemas.talis.com/2005/user/schema#
ore,http://www.openarchives.org/ore/terms/
lode,http://linkedevents.org/ontology/
ecs,http://rdf.ecs.soton.ac.uk/ontology/ecs#
rep,http://www.openrdf.org/config/repository#
nao,http://www.semanticdesktop.org/ontologies/2007/08/15/nao#
spin,http://spinrdf.org/spin#
swrl,http://www.w3.org/2003/11/swrl#
lx,http://purl.org/NET/lx#
ti,http://www.ontologydesignpatterns.org/cp/owl/timeinterval.owl#
unit,http://qudt.org/vocab/unit#
spc,http://purl.org/ontomedia/core/space#
es,http://eulersharp.sourceforge.net/2003/03swap/log-rules#
zoology,http://purl.org/NET/biol/zoology#
swrlb,http://www.w3.org/2003/11/swrlb#
fec,http://www.rdfabout.com/rdf/schema/usfec/
lang,http://ontologi.es/lang/core#
coref,http://www.rkbexplorer.com/ontologies/coref#
doc,http://www.w3.org/2000/10/swap/pim/doc#
os,http://www.w3.org/2000/10/swap/os#
atomix,http://buzzword.org.uk/rdf/atomix#
ne,http://umbel.org/umbel/ne/
omb,http://purl.org/ontomedia/ext/common/being#
money,http://purl.org/net/rdf-money/
hard,http://www.w3.org/2007/uwa/context/hardware.owl#
ov,http://open.vocab.org/terms/
java,http://www.w3.org/2007/uwa/context/java.owl#
eztag,http://ontologies.ezweb.morfeo-project.org/eztag/ns#
abc,http://www.metadata.net/harmony/ABCSchemaV5Commented.rdf#
tmo,http://www.semanticdesktop.org/ontologies/2008/05/20/tmo#
vs,http://www.w3.org/2003/06/sw-vocab-status/ns#
sede,http://eventography.org/sede/0.1/
nrl,http://www.semanticdesktop.org/ontologies/2007/08/15/nrl#
ibis,http://purl.org/ibis#
code,http://telegraphis.net/ontology/measurement/code#
omp,http://purl.org/ontomedia/ext/common/profession#
dcam,http://purl.org/dc/dcam/
imm,http://schemas.microsoft.com/imm/
xhe,http://buzzword.org.uk/rdf/xhtml-elements#
kwijibo,http://kwijibo.talis.com/
sv,http://schemas.talis.com/2005/service/schema#
h5,http://buzzword.org.uk/rdf/h5#
space,http://purl.org/net/schemas/space/
wdrs,http://www.w3.org/2007/05/powder-s#
video,http://purl.org/media/video#
wnschema,http://www.cogsci.princeton.edu/~wn/schema/
sail,http://www.openrdf.org/config/sail#
custom,http://www.openrdf.org/config/sail/custom#
acc,http://purl.org/NET/acc#
rsa,http://www.w3.org/ns/auth/rsa#
sit,http://www.ontologydesignpatterns.org/cp/owl/situation.owl#
wdr,http://www.w3.org/2007/05/powder#
airport,http://www.daml.org/2001/10/html/airport-ont#
rei,http://www.w3.org/2004/06/rei#
mit,http://purl.org/ontology/mo/mit#
phss,http://ns.poundhill.com/phss/1.0/
ncal,http://www.semanticdesktop.org/ontologies/2007/04/02/ncal#
osoc,http://web-semantics.org/ns/opensocial#
ptr,http://www.w3.org/2009/pointers#
protege,http://protege.stanford.edu/system#
irw,http://www.ontologydesignpatterns.org/ont/web/irw.owl#
omc,http://purl.org/ontomedia/ext/common/bestiary#
tdb,http://jena.hpl.hp.com/2008/tdb#
meta,http://www.openrdf.org/rdf/2009/metadata#
iswc,http://annotation.semanticweb.org/2004/iswc#
lingvoj,http://www.lingvoj.org/ontology#
resex,http://resex.rkbexplorer.com/ontologies/resex#
chord,http://purl.org/ontology/chord/
p3p,http://www.w3.org/2002/01/p3prdfv1#
oauth,http://demiblog.org/vocab/oauth#
acl,http://www.w3.org/ns/auth/acl#
tl,http://purl.org/NET/c4dm/timeline.owl#
xen,http://buzzword.org.uk/rdf/xen#
acm,http://www.rkbexplorer.com/ontologies/acm#
link,http://www.w3.org/2006/link#
umbel,http://umbel.org/umbel#
swh,http://plugin.org.uk/swh-plugins/
lom,http://ltsc.ieee.org/rdf/lomv1p0/lom#
common,http://www.w3.org/2007/uwa/context/common.owl#
ya,http://blogs.yandex.ru/schema/foaf/
frbre,http://purl.org/vocab/frbr/extended#
prj,http://purl.org/stuff/project/
net,http://www.w3.org/2007/uwa/context/network.owl#
hlisting,http://sindice.com/hlisting/0.1/
sdl,http://purl.org/vocab/riro/sdl#
trackback,http://madskills.com/public/xml/rss/module/trackback/
nmo,http://www.semanticdesktop.org/ontologies/2007/03/22/nmo#
cert,http://www.w3.org/ns/auth/cert#
spl,http://spinrdf.org/spl#
sp,http://spinrdf.org/sp#
dailymed,http://www4.wiwiss.fu-berlin.de/dailymed/resource/dailymed/
resist,http://www.rkbexplorer.com/ontologies/resist#
swp,http://www.w3.org/2004/03/trix/swp-2/
fresnel,http://www.w3.org/2004/09/fresnel#
lt,http://diplomski.nelakolundzija.org/LTontology.rdf#
wv,http://vocab.org/waiver/terms/
product,http://purl.org/commerce/product#
test,http://test2.example.com/
gold,http://purl.org/linguistics/gold/
smiley,http://www.smileyontology.com/ns#
swandr,http://purl.org/swan/1.2/discourse-relationships/
ddc,http://purl.org/NET/decimalised#
soft,http://www.w3.org/2007/uwa/context/software.owl#
nexif,http://www.semanticdesktop.org/ontologies/2007/05/10/nexif#
skosxl,http://www.w3.org/2008/05/skos-xl#
ire,http://www.ontologydesignpatterns.org/cpont/ire.owl#
fed,http://www.openrdf.org/config/sail/federation#
courseware,http://courseware.rkbexplorer.com/ontologies/courseware#
biol,http://purl.org/NET/biol/ns#
gpt,http://purl.org/vocab/riro/gpt#
sesame,http://www.openrdf.org/schema/sesame#
time,http://www.w3.org/2006/time#
atom,http://www.w3.org/2005/Atom/
omm,http://purl.org/ontomedia/core/media#
lotico,http://www.lotico.com/resource/
web,http://www.w3.org/2007/uwa/context/web.owl#
sm,http://topbraid.org/sparqlmotion#
states,http://www.w3.org/2005/07/aaa#
moat,http://moat-project.org/ns#
pimo,http://www.semanticdesktop.org/ontologies/2007/11/01/pimo#
push,http://www.w3.org/2007/uwa/context/push.owl#
bio2rdf,http://bio2rdf.org/
bsbm,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/
bibtex,http://purl.oclc.org/NET/nknouf/ns/bibtex#
music,http://musicontology.com/
dummy,http://hello.com/
am,http://vocab.deri.ie/am#
wairole,http://www.w3.org/2005/01/wai-rdf/GUIRoleTaxonomy#
pmt,http://tipsy.googlecode.com/svn/trunk/vocab/pmt#
loc,http://www.w3.org/2007/uwa/context/location.owl#
doclist,http://www.junkwork.net/xml/DocumentList#
pmlr,http://inference-web.org/2.0/pml-relation.owl#
ddl,http://purl.org/vocab/riro/ddl#
audio,http://purl.org/media/audio#
qdoslf,http://foaf.qdos.com/lastfm/schema/
uri,http://purl.org/NET/uri#
crypto,http://www.w3.org/2000/10/swap/crypto#
like,http://ontologi.es/like#
lfn,http://www.dotnetrdf.org/leviathan#
xl,http://langegger.at/xlwrap/vocab#
dady,http://purl.org/NET/dady#
sl,http://www.semanlink.net/2001/00/semanlink-schema#
wisski,http://wiss-ki.eu/
pr,http://ontologi.es/profiling#
climb,http://climb.dataincubator.org/vocabs/climb/
conserv,http://conserv.deri.ie/ontology#
sml,http://topbraid.org/sparqlmotionlib#
dcat,http://www.w3.org/ns/dcat#
formats,http://www.w3.org/ns/formats/
label,http://purl.org/net/vocab/2004/03/label#
puc,http://purl.org/NET/puc#
list,http://www.w3.org/2000/10/swap/list#
lifecycle,http://purl.org/vocab/lifecycle/schema#
swanpav,http://purl.org/swan/1.2/pav/
smf,http://topbraid.org/sparqlmotionfunctions#
grddl,http://www.w3.org/2003/g/data-view#
pmlp,http://inference-web.org/2.0/pml-provenance.owl#
opm,http://openprovenance.org/ontology#
cycann,http://sw.cyc.com/CycAnnotations_v1#
obj,http://www.openrdf.org/rdf/2009/object#
urn,http://fliqz.com/
play,http://uriplay.org/spec/ontology/#
ping,http://purl.org/net/pingback/
c4n,http://vocab.deri.ie/c4n#
mysql,http://web-semantics.org/ns/mysql/
rdfa,http://www.w3.org/ns/rdfa#
osgb,http://data.ordnancesurvey.co.uk/id/
resource,http://purl.org/vocab/resourcelist/schema#
xesam,http://freedesktop.org/standards/xesam/1.0/core#
plink,http://buzzword.org.uk/rdf/personal-link-types#
so,http://purl.org/ontology/symbolic-music/
commerce,http://purl.org/commerce#
opensearch,http://a9.com/-/spec/opensearch/1.1/
exif,http://www.w3.org/2003/12/exif/ns#
psych,http://purl.org/vocab/psychometric-profile/
evset,http://dsnotify.org/vocab/eventset/0.1/
sysont,http://ns.ontowiki.net/SysOnt/
ldap,http://purl.org/net/ldap/
string,http://www.w3.org/2000/10/swap/string#
swanag,http://purl.org/swan/1.2/agents/
